Epoch,Loss,Accuracy
0,2.1518272430666032,0.21688988131861534
1,1.9985960510469252,0.3118639593162844
2,1.8939349997428157,0.3635152650456275
3,1.8450193972356859,0.40032162060660703
4,1.891421805466375,0.40790610640279706
5,1.9052789845774252,0.42677131343272423
6,1.9013065811126464,0.4159586218095595
7,1.8729363410703597,0.4308155722195102
8,1.92141895140371,0.4363599270582199
9,1.955250616996519,0.42955549157434897
